species_id,species,base_species,types,bst,bulk_score,random_battle_level,eviolite_bulk_bonus,random_set_item,random_set_eviolite_bonus,score,tier,override_tier,source,notes
bronzong,Bronzong,Bronzong,Steel|Psychic,500,299,86,0,Leftovers,0,587,5,,showdown-randbats+auto-score,
carbink,Carbink,Carbink,Rock|Fairy,500,350,92,0,Light Clay,0,569,5,,showdown-randbats+auto-score,
clawitzer,Clawitzer,Clawitzer,Water,500,248,87,0,Choice Specs,0,584,5,,showdown-randbats+auto-score,
claydol,Claydol,Claydol,Ground|Psychic,500,285,89,0,Leftovers,0,578,5,,showdown-randbats+auto-score,
golduck,Golduck,Golduck,Water,500,238,92,0,Leftovers,0,569,5,,showdown-randbats+auto-score,
houndoom,Houndoom,Houndoom,Dark|Fire,500,205,87,0,Life Orb,0,584,5,,showdown-randbats+auto-score,
leavanny,Leavanny,Leavanny,Bug|Grass,500,235,87,0,Leftovers,0,584,5,,showdown-randbats+auto-score,
muk,Muk,Muk,Poison,500,280,88,0,Black Sludge,0,581,5,,showdown-randbats+auto-score,
pinsir,Pinsir,Pinsir,Bug,500,235,85,0,Choice Band,0,590,5,,showdown-randbats+auto-score,
politoed,Politoed,Politoed,Water,500,265,88,0,Leftovers,0,581,5,,showdown-randbats+auto-score,
rapidash,Rapidash,Rapidash,Fire,500,215,87,0,Life Orb,0,584,5,,showdown-randbats+auto-score,
scyther,Scyther,Scyther,Bug|Flying,500,230,82,5,Eviolite,40,554,5,,showdown-randbats+auto-score,nfe|eviolite-bulk+5|eviolite-randset
stoutland,Stoutland,Stoutland,Normal,500,265,86,0,Choice Scarf,0,587,5,,showdown-randbats+auto-score,
vikavolt,Vikavolt,Vikavolt,Bug|Electric,500,242,86,0,Choice Specs,0,587,5,,showdown-randbats+auto-score,
wailord,Wailord,Wailord,Water,500,260,94,0,Choice Scarf,0,563,5,,showdown-randbats+auto-score,
beartic,Beartic,Beartic,Ice,505,255,92,0,Life Orb,0,574,5,,showdown-randbats+auto-score,
pyroar,Pyroar,Pyroar,Fire|Normal,507,224,88,0,Life Orb,0,588,5,,showdown-randbats+auto-score,
sirfetchd,Sirfetch’d,Sirfetch’d,Fighting,507,239,,0,,0,552,5,,auto-score,
polteageist,Polteageist,Polteageist,Ghost,508,239,,0,,0,553,5,,auto-score,
polteageistantique,Polteageist-Antique,Polteageist,Ghost,508,239,,0,,0,553,5,,auto-score,
sinistcha,Sinistcha,Sinistcha,Grass|Ghost,508,257,,0,,0,553,5,,auto-score,
sinistchamasterpiece,Sinistcha-Masterpiece,Sinistcha,Grass|Ghost,508,257,,0,,0,553,5,,auto-score,
arboliva,Arboliva,Arboliva,Grass|Normal,510,277,,0,,0,555,5,,auto-score,
braviaryhisui,Braviary-Hisui,Braviary,Psychic|Flying,510,250,,0,,0,555,5,,auto-score,
coalossal,Coalossal,Coalossal,Rock|Fire,510,320,,0,,0,555,5,,auto-score,
cursola,Cursola,Cursola,Ghost,510,240,,0,,0,555,5,,auto-score,
grimmsnarl,Grimmsnarl,Grimmsnarl,Dark|Fairy,510,235,,0,,0,555,5,,auto-score,
hatterene,Hatterene,Hatterene,Psychic|Fairy,510,255,,0,,0,555,5,,auto-score,
overqwil,Overqwil,Overqwil,Dark|Poison,510,245,,0,,0,555,5,,auto-score,
poliwrath,Poliwrath,Poliwrath,Water|Fighting,510,275,91,0,Life Orb,0,582,5,,showdown-randbats+auto-score,
sandaconda,Sandaconda,Sandaconda,Ground,510,267,,0,,0,555,5,,auto-score,
sneasler,Sneasler,Sneasler,Fighting|Poison,510,220,,0,,0,555,5,,auto-score,
zoroarkhisui,Zoroark-Hisui,Zoroark,Normal|Ghost,510,175,,0,,0,555,5,,auto-score,
avalugg,Avalugg,Avalugg,Ice,514,325,90,0,Leftovers,0,589,5,,showdown-randbats+auto-score,
avalugghisui,Avalugg-Hisui,Avalugg,Ice|Rock,514,315,,0,,0,559,5,,auto-score,
porygon2,Porygon2,Porygon2,Normal,515,270,82,25,Eviolite,40,589,5,,showdown-randbats+auto-score,nfe|eviolite-bulk+25|eviolite-randset
toedscruel,Toedscruel,Toedscruel,Ground|Grass,515,265,,0,,0,560,5,,auto-score,
dhelmise,Dhelmise,Dhelmise,Ghost|Grass,517,260,91,0,Assault Vest,0,589,5,,showdown-randbats+auto-score,
dudunsparce,Dudunsparce,Dudunsparce,Normal,520,280,,0,,0,565,5,,auto-score,
dudunsparcethreesegment,Dudunsparce-Three-Segment,Dudunsparce,Normal,520,280,,0,,0,565,5,,auto-score,
farigiraf,Farigiraf,Farigiraf,Normal|Psychic,520,260,,0,,0,565,5,,auto-score,
mrrime,Mr. Rime,Mr. Rime,Ice|Psychic,520,255,,0,,0,565,5,,auto-score,
obstagoon,Obstagoon,Obstagoon,Dark|Normal,520,275,,0,,0,565,5,,auto-score,
cetitan,Cetitan,Cetitan,Ice,521,290,,0,,0,566,5,,auto-score,
armarouge,Armarouge,Armarouge,Fire|Psychic,525,265,,0,,0,570,5,,auto-score,
centiskorch,Centiskorch,Centiskorch,Fire|Bug,525,255,,0,,0,570,5,,auto-score,
ceruledge,Ceruledge,Ceruledge,Fire|Ghost,525,255,,0,,0,570,5,,auto-score,
glimmora,Glimmora,Glimmora,Rock|Poison,525,254,,0,,0,570,5,,auto-score,
wyrdeer,Wyrdeer,Wyrdeer,Normal|Psychic,525,250,,0,,0,570,5,,auto-score,
samurotthisui,Samurott-Hisui,Samurott,Water|Dark,528,235,,0,,0,573,5,,auto-score,
basculegion,Basculegion,Basculegion,Water|Ghost,530,260,,0,,0,575,5,,auto-score,
basculegionf,Basculegion-F,Basculegion,Water|Ghost,530,260,,0,,0,575,5,,auto-score,
cinderace,Cinderace,Cinderace,Fire,530,230,,0,,0,575,5,,auto-score,
decidueyehisui,Decidueye-Hisui,Decidueye,Grass|Fighting,530,263,,0,,0,575,5,,auto-score,
dondozo,Dondozo,Dondozo,Water,530,330,,0,,0,575,5,,auto-score,
inteleon,Inteleon,Inteleon,Water,530,200,,0,,0,575,5,,auto-score,
meowscarada,Meowscarada,Meowscarada,Grass|Dark,530,216,,0,,0,575,5,,auto-score,
quaquaval,Quaquaval,Quaquaval,Water|Fighting,530,240,,0,,0,575,5,,auto-score,
rillaboom,Rillaboom,Rillaboom,Grass,530,260,,0,,0,575,5,,auto-score,
skeledirge,Skeledirge,Skeledirge,Fire|Ghost,530,279,,0,,0,575,5,,auto-score,
typhlosionhisui,Typhlosion-Hisui,Typhlosion,Fire|Ghost,534,236,,0,,0,579,5,,auto-score,
annihilape,Annihilape,Annihilape,Fighting|Ghost,535,280,,0,,0,580,5,,auto-score,
hydrapple,Hydrapple,Hydrapple,Grass|Dragon,540,296,,0,,0,585,5,,auto-score,
smeargle,Smeargle,Smeargle,Normal,250,135,88,0,Focus Sash,0,651,6,,showdown-randbats+auto-score,tactical+320
ditto,Ditto,Ditto,Normal,288,144,83,0,Choice Scarf,0,704,6,,showdown-randbats+auto-score,tactical+320
kubfu,Kubfu,Kubfu,Fighting,385,170,,0,,0,430,6,,auto-score,nfe
wobbuffet,Wobbuffet,Wobbuffet,Psychic,405,306,95,0,Custap Berry,0,625,6,,showdown-randbats+auto-score,tactical+160
mimikyu,Mimikyu,Mimikyu,Ghost|Fairy,476,240,73,0,Mimikium Z,0,602,6,,showdown-randbats+auto-score,
scolipede,Scolipede,Scolipede,Bug|Poison,485,218,80,0,Life Orb,0,590,6,,showdown-randbats+auto-score,
ferrothorn,Ferrothorn,Ferrothorn,Grass|Steel,489,321,72,0,Leftovers,0,618,6,,showdown-randbats+auto-score,
toxapex,Toxapex,Toxapex,Poison|Water,495,344,80,0,Rocky Helmet,0,600,6,,showdown-randbats+auto-score,
talonflame,Talonflame,Talonflame,Fire|Flying,499,218,82,0,Leftovers,0,598,6,,showdown-randbats+auto-score,
aegislash,Aegislash,Aegislash,Steel|Ghost,500,340,77,0,Life Orb,0,614,6,,showdown-randbats+auto-score,
alakazam,Alakazam,Alakazam,Psychic,500,195,81,0,Life Orb,0,602,6,,showdown-randbats+auto-score,
barbaracle,Barbaracle,Barbaracle,Rock|Water,500,273,81,0,White Herb,0,602,6,,showdown-randbats+auto-score,
bewear,Bewear,Bewear,Normal|Fighting,500,260,84,0,Choice Scarf,0,593,6,,showdown-randbats+auto-score,
donphan,Donphan,Donphan,Ground,500,270,84,0,Leftovers,0,593,6,,showdown-randbats+auto-score,
drapion,Drapion,Drapion,Poison|Dark,500,255,83,0,Choice Band,0,596,6,,showdown-randbats+auto-score,
gengar,Gengar,Gengar,Ghost|Poison,500,195,82,0,Black Sludge,0,599,6,,showdown-randbats+auto-score,
hawlucha,Hawlucha,Hawlucha,Fighting|Flying,500,216,78,0,Sitrus Berry,0,611,6,,showdown-randbats+auto-score,
heracross,Heracross,Heracross,Bug|Fighting,500,250,82,0,Flame Orb,0,599,6,,showdown-randbats+auto-score,
minior,Minior,Minior,Rock|Flying,500,180,79,0,White Herb,0,608,6,,showdown-randbats+auto-score,
mudsdale,Mudsdale,Mudsdale,Ground,500,285,83,0,Leftovers,0,596,6,,showdown-randbats+auto-score,
mukalola,Muk-Alola,Muk,Poison|Dark,500,280,80,0,Iapapa Berry,0,605,6,,showdown-randbats+auto-score,
scizor,Scizor,Scizor,Bug|Steel,500,250,80,0,Choice Band,0,605,6,,showdown-randbats+auto-score,
conkeldurr,Conkeldurr,Conkeldurr,Fighting,505,265,81,0,Flame Orb,0,607,6,,showdown-randbats+auto-score,
honchkrow,Honchkrow,Honchkrow,Dark|Flying,505,204,83,0,Life Orb,0,601,6,,showdown-randbats+auto-score,
machamp,Machamp,Machamp,Fighting,505,255,84,0,Assault Vest,0,598,6,,showdown-randbats+auto-score,
nidoking,Nidoking,Nidoking,Poison|Ground,505,233,82,0,Life Orb,0,604,6,,showdown-randbats+auto-score,
nidoqueen,Nidoqueen,Nidoqueen,Poison|Ground,505,262,83,0,Life Orb,0,601,6,,showdown-randbats+auto-score,
ninetales,Ninetales,Ninetales,Fire,505,248,84,0,Life Orb,0,598,6,,showdown-randbats+auto-score,
ninetalesalola,Ninetales-Alola,Ninetales,Ice|Fairy,505,248,78,0,Light Clay,0,616,6,,showdown-randbats+auto-score,
shuckle,Shuckle,Shuckle,Bug|Rock,505,480,86,0,Mental Herb,0,592,6,,showdown-randbats+auto-score,
excadrill,Excadrill,Excadrill,Ground|Steel,508,235,81,0,Assault Vest,0,610,6,,showdown-randbats+auto-score,
seismitoad,Seismitoad,Seismitoad,Water|Ground,509,255,85,0,Leftovers,0,599,6,,showdown-randbats+auto-score,
ampharos,Ampharos,Ampharos,Electric,510,265,88,0,Leftovers,0,591,6,,showdown-randbats+auto-score,
braviary,Braviary,Braviary,Normal|Flying,510,250,83,0,Choice Scarf,0,606,6,,showdown-randbats+auto-score,
gliscor,Gliscor,Gliscor,Ground|Flying,510,275,78,0,Toxic Orb,0,621,6,,showdown-randbats+auto-score,
mandibuzz,Mandibuzz,Mandibuzz,Dark|Flying,510,310,84,0,Rocky Helmet,0,603,6,,showdown-randbats+auto-score,
mienshao,Mienshao,Mienshao,Fighting,510,185,83,0,Assault Vest,0,606,6,,showdown-randbats+auto-score,
steelix,Steelix,Steelix,Steel|Ground,510,340,82,0,Leftovers,0,609,6,,showdown-randbats+auto-score,
tsareena,Tsareena,Tsareena,Grass,510,268,87,0,Leftovers,0,594,6,,showdown-randbats+auto-score,
weavile,Weavile,Weavile,Dark|Ice,510,220,79,0,Life Orb,0,618,6,,showdown-randbats+auto-score,
zoroark,Zoroark,Zoroark,Dark,510,180,84,0,Life Orb,0,603,6,,showdown-randbats+auto-score,
aerodactyl,Aerodactyl,Aerodactyl,Rock|Flying,515,220,81,0,Leftovers,0,617,6,,showdown-randbats+auto-score,
cryogonal,Cryogonal,Cryogonal,Ice,515,265,87,0,Leftovers,0,599,6,,showdown-randbats+auto-score,
eelektross,Eelektross,Eelektross,Electric,515,245,88,0,Assault Vest,0,596,6,,showdown-randbats+auto-score,
gigalith,Gigalith,Gigalith,Rock,515,295,82,0,Leftovers,0,614,6,,showdown-randbats+auto-score,
lickilicky,Lickilicky,Lickilicky,Normal,515,300,89,0,Leftovers,0,593,6,,showdown-randbats+auto-score,
roserade,Roserade,Roserade,Grass|Poison,515,230,84,0,Black Sludge,0,608,6,,showdown-randbats+auto-score,
tentacruel,Tentacruel,Tentacruel,Water|Poison,515,265,83,0,Black Sludge,0,611,6,,showdown-randbats+auto-score,
gallade,Gallade,Gallade,Psychic|Fighting,518,248,84,0,Life Orb,0,611,6,,showdown-randbats+auto-score,
gardevoir,Gardevoir,Gardevoir,Psychic|Fairy,518,248,83,0,Leftovers,0,614,6,,showdown-randbats+auto-score,
krookodile,Krookodile,Krookodile,Ground|Dark,519,245,79,0,Choice Band,0,627,6,,showdown-randbats+auto-score,
chandelure,Chandelure,Chandelure,Ghost|Fire,520,240,84,0,Choice Scarf,0,613,6,,showdown-randbats+auto-score,
flygon,Flygon,Flygon,Ground|Dragon,520,240,82,0,Lum Berry,0,619,6,,showdown-randbats+auto-score,
klinklang,Klinklang,Klinklang,Steel,520,260,87,0,Electrium Z,0,604,6,,showdown-randbats+auto-score,
rotomfan,Rotom-Fan,Rotom,Electric|Flying,520,264,84,0,Leftovers,0,613,6,,showdown-randbats+auto-score,
rotomfrost,Rotom-Frost,Rotom,Electric|Ice,520,264,85,0,Icium Z,0,610,6,,showdown-randbats+auto-score,
rotomheat,Rotom-Heat,Rotom,Electric|Fire,520,264,84,0,Leftovers,0,613,6,,showdown-randbats+auto-score,
rotommow,Rotom-Mow,Rotom,Electric|Grass,520,264,86,0,Leftovers,0,607,6,,showdown-randbats+auto-score,
rotomwash,Rotom-Wash,Rotom,Electric|Water,520,264,83,0,Choice Scarf,0,616,6,,showdown-randbats+auto-score,
starmie,Starmie,Starmie,Water|Psychic,520,230,84,0,Leftovers,0,613,6,,showdown-randbats+auto-score,
aurorus,Aurorus,Aurorus,Rock|Ice,521,287,88,0,Leftovers,0,602,6,,showdown-randbats+auto-score,
tyrantrum,Tyrantrum,Tyrantrum,Rock|Dragon,521,260,80,0,Dragonium Z,0,626,6,,showdown-randbats+auto-score,
luxray,Luxray,Luxray,Electric,523,238,88,0,Assault Vest,0,604,6,,showdown-randbats+auto-score,
cloyster,Cloyster,Cloyster,Water|Ice,525,275,80,0,White Herb,0,630,6,,showdown-randbats+auto-score,
dusknoir,Dusknoir,Dusknoir,Ghost,525,315,89,0,Leftovers,0,603,6,,showdown-randbats+auto-score,
espeon,Espeon,Espeon,Psychic,525,220,83,0,Life Orb,0,621,6,,showdown-randbats+auto-score,
flareon,Flareon,Flareon,Fire,525,235,88,0,Toxic Orb,0,606,6,,showdown-randbats+auto-score,
glaceon,Glaceon,Glaceon,Ice,525,270,90,0,Leftovers,0,600,6,,showdown-randbats+auto-score,
hippowdon,Hippowdon,Hippowdon,Ground,525,298,82,0,Leftovers,0,624,6,,showdown-randbats+auto-score,
jolteon,Jolteon,Jolteon,Electric,525,220,81,0,Choice Specs,0,627,6,,showdown-randbats+auto-score,
leafeon,Leafeon,Leafeon,Grass,525,260,88,0,Life Orb,0,606,6,,showdown-randbats+auto-score,
lucario,Lucario,Lucario,Fighting|Steel,525,210,82,0,Life Orb,0,624,6,,showdown-randbats+auto-score,
meganium,Meganium,Meganium,Grass,525,280,92,0,Leftovers,0,594,6,,showdown-randbats+auto-score,
probopass,Probopass,Probopass,Rock|Steel,525,355,92,0,Leftovers,0,594,6,,showdown-randbats+auto-score,
sylveon,Sylveon,Sylveon,Fairy,525,290,85,0,Leftovers,0,615,6,,showdown-randbats+auto-score,
torterra,Torterra,Torterra,Grass|Ground,525,285,88,0,Leftovers,0,606,6,,showdown-randbats+auto-score,
umbreon,Umbreon,Umbreon,Dark,525,335,84,0,Leftovers,0,618,6,,showdown-randbats+auto-score,
vaporeon,Vaporeon,Vaporeon,Water,525,285,86,0,Leftovers,0,612,6,,showdown-randbats+auto-score,
venusaur,Venusaur,Venusaur,Grass|Poison,525,263,84,0,Black Sludge,0,618,6,,showdown-randbats+auto-score,
emboar,Emboar,Emboar,Fire|Fighting,528,240,85,0,Assault Vest,0,618,6,,showdown-randbats+auto-score,
samurott,Samurott,Samurott,Water,528,250,88,0,Assault Vest,0,609,6,,showdown-randbats+auto-score,
serperior,Serperior,Serperior,Grass,528,265,80,0,Leftovers,0,633,6,,showdown-randbats+auto-score,
aggron,Aggron,Aggron,Steel|Rock,530,310,87,0,Life Orb,0,614,6,,showdown-randbats+auto-score,
blastoise,Blastoise,Blastoise,Water,530,284,86,0,Leftovers,0,617,6,,showdown-randbats+auto-score,
blaziken,Blaziken,Blaziken,Fire|Fighting,530,220,78,0,Life Orb,0,641,6,,showdown-randbats+auto-score,
chesnaught,Chesnaught,Chesnaught,Grass|Fighting,530,285,89,0,Leftovers,0,608,6,,showdown-randbats+auto-score,
decidueye,Decidueye,Decidueye,Grass|Ghost,530,253,87,0,Leftovers,0,614,6,,showdown-randbats+auto-score,
empoleon,Empoleon,Empoleon,Water|Steel,530,273,83,0,Leftovers,0,626,6,,showdown-randbats+auto-score,
exeggutor,Exeggutor,Exeggutor,Grass|Psychic,530,255,90,0,Sitrus Berry,0,605,6,,showdown-randbats+auto-score,
exeggutoralola,Exeggutor-Alola,Exeggutor,Grass|Dragon,530,255,91,0,Choice Specs,0,602,6,,showdown-randbats+auto-score,
feraligatr,Feraligatr,Feraligatr,Water,530,268,79,0,Life Orb,0,638,6,,showdown-randbats+auto-score,
golisopod,Golisopod,Golisopod,Bug|Water,530,305,84,0,Sitrus Berry,0,623,6,,showdown-randbats+auto-score,
greninja,Greninja,Greninja,Water|Dark,530,210,79,0,Life Orb,0,638,6,,showdown-randbats+auto-score,
greninjabond,Greninja-Bond,Greninja,Water|Dark,530,210,79,0,Choice Specs,0,638,6,,showdown-randbats+auto-score,
incineroar,Incineroar,Incineroar,Fire|Dark,530,275,82,0,Assault Vest,0,629,6,,showdown-randbats+auto-score,
mamoswine,Mamoswine,Mamoswine,Ice|Ground,530,250,79,0,Choice Band,0,638,6,,showdown-randbats+auto-score,
primarina,Primarina,Primarina,Water|Fairy,530,270,83,0,Leftovers,0,626,6,,showdown-randbats+auto-score,
sceptile,Sceptile,Sceptile,Grass,530,220,87,0,Life Orb,0,614,6,,showdown-randbats+auto-score,
walrein,Walrein,Walrein,Ice|Water,530,290,90,0,Leftovers,0,605,6,,showdown-randbats+auto-score,
gogoat,Gogoat,Gogoat,Grass,531,266,91,0,Leftovers,0,603,6,,showdown-randbats+auto-score,
charizard,Charizard,Charizard,Fire|Flying,534,241,83,0,Leftovers,0,630,6,,showdown-randbats+auto-score,
delphox,Delphox,Delphox,Fire|Psychic,534,247,86,0,Choice Scarf,0,621,6,,showdown-randbats+auto-score,
infernape,Infernape,Infernape,Fire|Fighting,534,218,81,0,Choice Band,0,636,6,,showdown-randbats+auto-score,
typhlosion,Typhlosion,Typhlosion,Fire,534,241,85,0,Choice Specs,0,624,6,,showdown-randbats+auto-score,
crobat,Crobat,Crobat,Poison|Flying,535,245,82,0,Black Sludge,0,634,6,,showdown-randbats+auto-score,
lapras,Lapras,Lapras,Water|Ice,535,305,88,0,Leftovers,0,616,6,,showdown-randbats+auto-score,
magnezone,Magnezone,Magnezone,Electric|Steel,535,275,84,0,Leftovers,0,628,6,,showdown-randbats+auto-score,
noivern,Noivern,Noivern,Flying|Dragon,535,245,83,0,Life Orb,0,631,6,,showdown-randbats+auto-score,
porygonz,Porygon-Z,Porygon-Z,Normal,535,230,80,0,Choice Scarf,0,640,6,,showdown-randbats+auto-score,
rhyperior,Rhyperior,Rhyperior,Ground|Rock,535,300,84,0,Weakness Policy,0,628,6,,showdown-randbats+auto-score,
swampert,Swampert,Swampert,Water|Ground,535,280,82,0,Leftovers,0,634,6,,showdown-randbats+auto-score,
tangrowth,Tangrowth,Tangrowth,Grass,535,275,89,0,Leftovers,0,613,6,,showdown-randbats+auto-score,
vanilluxe,Vanilluxe,Vanilluxe,Ice,535,251,86,0,Life Orb,0,622,6,,showdown-randbats+auto-score,
blissey,Blissey,Blissey,Normal,540,400,85,0,Leftovers,0,630,6,,showdown-randbats+auto-score,
electivire,Electivire,Electivire,Electric,540,227,86,0,Choice Scarf,0,627,6,,showdown-randbats+auto-score,
gyarados,Gyarados,Gyarados,Water|Flying,540,274,73,0,Flyinium Z,0,666,6,,showdown-randbats+auto-score,
haxorus,Haxorus,Haxorus,Dragon,540,236,75,0,Dragonium Z,0,660,6,,showdown-randbats+auto-score,
kingdra,Kingdra,Kingdra,Water|Dragon,540,265,85,0,Lum Berry,0,630,6,,showdown-randbats+auto-score,
magmortar,Magmortar,Magmortar,Fire,540,237,88,0,Assault Vest,0,621,6,,showdown-randbats+auto-score,
milotic,Milotic,Milotic,Water,540,299,84,0,Leftovers,0,633,6,,showdown-randbats+auto-score,
naganadel,Naganadel,Naganadel,Poison|Dragon,540,219,74,0,Dragonium Z,0,663,6,,showdown-randbats+auto-score,
snorlax,Snorlax,Snorlax,Normal,540,335,83,0,Leftovers,0,636,6,,showdown-randbats+auto-score,
togekiss,Togekiss,Togekiss,Fairy|Flying,545,295,81,0,Leftovers,0,647,6,,showdown-randbats+auto-score,
gholdengo,Gholdengo,Gholdengo,Steel|Ghost,550,273,,0,,0,595,6,,auto-score,
kingambit,Kingambit,Kingambit,Dark|Steel,550,305,,0,,0,595,6,,auto-score,
ursaluna,Ursaluna,Ursaluna,Ground|Normal,550,315,,0,,0,595,6,,auto-score,
urshifu,Urshifu,Urshifu,Fighting|Dark,550,260,,0,,0,685,6,,auto-score,
urshifurapidstrike,Urshifu-Rapid-Strike,Urshifu,Fighting|Water,550,260,,0,,0,685,6,,auto-score,
volcarona,Volcarona,Volcarona,Bug|Fire,550,255,76,0,Firium Z,0,667,6,,showdown-randbats+auto-score,
floetteeternal,Floette-Eternal,Floette,Fairy,551,269,83,0,Choice Scarf,0,647,6,,showdown-randbats+auto-score,
florges,Florges,Florges,Fairy,552,300,85,0,Leftovers,0,642,6,,showdown-randbats+auto-score,
arcanine,Arcanine,Arcanine,Fire,555,250,84,0,Leftovers,0,648,6,,showdown-randbats+auto-score,
arcaninehisui,Arcanine-Hisui,Arcanine,Fire|Rock,555,255,,0,,0,600,6,,auto-score,
ursalunabloodmoon,Ursaluna-Bloodmoon,Ursaluna,Ground|Normal,555,298,,0,,0,600,6,,auto-score,
archeops,Archeops,Archeops,Rock|Flying,567,205,82,0,,0,666,6,,showdown-randbats+auto-score,
blacephalon,Blacephalon,Blacephalon,Fire|Ghost,570,185,80,0,Firium Z,0,675,6,,showdown-randbats+auto-score,
brutebonnet,Brute Bonnet,Brute Bonnet,Grass|Dark,570,309,,0,,0,615,6,,auto-score,
buzzwole,Buzzwole,Buzzwole,Bug|Fighting,570,299,79,0,Rocky Helmet,0,678,6,,showdown-randbats+auto-score,
celesteela,Celesteela,Celesteela,Steel|Flying,570,301,78,0,Weakness Policy,0,681,6,,showdown-randbats+auto-score,
fluttermane,Flutter Mane,Flutter Mane,Ghost|Fairy,570,245,,0,,0,615,6,,auto-score,
greattusk,Great Tusk,Great Tusk,Ground|Fighting,570,299,,0,,0,615,6,,auto-score,
guzzlord,Guzzlord,Guzzlord,Dark|Dragon,570,329,86,0,Assault Vest,0,657,6,,showdown-randbats+auto-score,
ironbundle,Iron Bundle,Iron Bundle,Ice|Water,570,230,,0,,0,615,6,,auto-score,
ironhands,Iron Hands,Iron Hands,Fighting|Electric,570,330,,0,,0,615,6,,auto-score,
ironjugulis,Iron Jugulis,Iron Jugulis,Dark|Flying,570,260,,0,,0,615,6,,auto-score,
ironmoth,Iron Moth,Iron Moth,Fire|Poison,570,250,,0,,0,615,6,,auto-score,
ironthorns,Iron Thorns,Iron Thorns,Rock|Electric,570,294,,0,,0,615,6,,auto-score,
irontreads,Iron Treads,Iron Treads,Ground|Steel,570,280,,0,,0,615,6,,auto-score,
kartana,Kartana,Kartana,Grass|Steel,570,221,74,0,Steelium Z,0,693,6,,showdown-randbats+auto-score,
nihilego,Nihilego,Nihilego,Rock|Poison,570,287,79,0,Choice Scarf,0,678,6,,showdown-randbats+auto-score,
pheromosa,Pheromosa,Pheromosa,Bug|Fighting,570,145,75,0,Life Orb,0,690,6,,showdown-randbats+auto-score,
sandyshocks,Sandy Shocks,Sandy Shocks,Electric|Ground,570,267,,0,,0,615,6,,auto-score,
screamtail,Scream Tail,Scream Tail,Fairy|Psychic,570,329,,0,,0,615,6,,auto-score,
slitherwing,Slither Wing,Slither Wing,Bug|Fighting,570,269,,0,,0,615,6,,auto-score,
stakataka,Stakataka,Stakataka,Rock|Steel,570,373,83,0,Choice Band,0,666,6,,showdown-randbats+auto-score,
xurkitree,Xurkitree,Xurkitree,Electric,570,225,80,0,Life Orb,0,675,6,,showdown-randbats+auto-score,
gougingfire,Gouging Fire,Gouging Fire,Fire|Dragon,590,319,,0,,0,635,6,,auto-score,
ironboulder,Iron Boulder,Iron Boulder,Rock|Psychic,590,278,,0,,0,635,6,,auto-score,
ironcrown,Iron Crown,Iron Crown,Steel|Psychic,590,298,,0,,0,635,6,,auto-score,
ironleaves,Iron Leaves,Iron Leaves,Grass|Psychic,590,286,,0,,0,635,6,,auto-score,
ironvaliant,Iron Valiant,Iron Valiant,Fairy|Fighting,590,224,,0,,0,635,6,,auto-score,
ragingbolt,Raging Bolt,Raging Bolt,Electric|Dragon,590,305,,0,,0,635,6,,auto-score,
roaringmoon,Roaring Moon,Roaring Moon,Dragon|Dark,590,277,,0,,0,635,6,,auto-score,
walkingwake,Walking Wake,Walking Wake,Water|Dragon,590,273,,0,,0,635,6,,auto-score,
archaludon,Archaludon,Archaludon,Steel|Dragon,600,285,,0,,0,645,6,,auto-score,
baxcalibur,Baxcalibur,Baxcalibur,Dragon|Ice,600,293,,0,,0,645,6,,auto-score,
dragapult,Dragapult,Dragapult,Dragon|Ghost,600,238,,0,,0,645,6,,auto-score,
dragonite,Dragonite,Dragonite,Dragon|Flying,600,286,72,0,Flyinium Z,0,729,6,,showdown-randbats+auto-score,
garchomp,Garchomp,Garchomp,Dragon|Ground,600,288,75,0,Dragonium Z,0,720,6,,showdown-randbats+auto-score,
goodra,Goodra,Goodra,Dragon,600,310,85,0,Assault Vest,0,690,6,,showdown-randbats+auto-score,
goodrahisui,Goodra-Hisui,Goodra,Steel|Dragon,600,330,,0,,0,645,6,,auto-score,
hydreigon,Hydreigon,Hydreigon,Dark|Dragon,600,272,82,0,Leftovers,0,699,6,,showdown-randbats+auto-score,
kommoo,Kommo-o,Kommo-o,Dragon|Fighting,600,305,74,0,Kommonium Z,0,723,6,,showdown-randbats+auto-score,
kommoototem,Kommo-o-Totem,Kommo-o,Dragon|Fighting,600,305,,0,,0,645,6,,auto-score,
metagross,Metagross,Metagross,Steel|Psychic,600,300,79,0,Weakness Policy,0,708,6,,showdown-randbats+auto-score,
salamence,Salamence,Salamence,Dragon|Flying,600,255,72,0,Flyinium Z,0,729,6,,showdown-randbats+auto-score,
tyranitar,Tyranitar,Tyranitar,Rock|Dark,600,310,80,0,Leftovers,0,705,6,,showdown-randbats+auto-score,
slaking,Slaking,Slaking,Normal,670,315,84,0,Choice Scarf,0,763,6,,showdown-randbats+auto-score,
cosmog,Cosmog,Cosmog,Psychic,200,105,,0,,0,245,10,,auto-score,nfe|legendary
meltan,Meltan,Meltan,Steel,300,146,,0,,0,435,10,,auto-score,mythical
cosmoem,Cosmoem,Cosmoem,Psychic,400,305,,43,,0,488,10,,auto-score,nfe|legendary|eviolite-bulk+43
terapagos,Terapagos,Terapagos,Normal,450,260,,0,,0,585,10,,auto-score,legendary
phione,Phione,Phione,Water,480,240,93,0,Leftovers,0,636,10,,showdown-randbats+auto-score,mythical
