species_id,name,national_dex,sprite_index,image,confidence,note
mimikyutotem,Mimikyu-Totem,778,831,assets/pokemon-green/pokemon/0831/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
bruxish,Bruxish,779,832,assets/pokemon-green/pokemon/0832/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
drampa,Drampa,780,833,assets/pokemon-green/pokemon/0833/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
drampamega,Drampa-Mega,780,833,assets/pokemon-green/pokemon/0833/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
dhelmise,Dhelmise,781,834,assets/pokemon-green/pokemon/0834/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
jangmoo,Jangmo-o,782,835,assets/pokemon-green/pokemon/0835/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
hakamoo,Hakamo-o,783,836,assets/pokemon-green/pokemon/0836/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
kommoo,Kommo-o,784,837,assets/pokemon-green/pokemon/0837/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
kommoototem,Kommo-o-Totem,784,837,assets/pokemon-green/pokemon/0837/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
tapukoko,Tapu Koko,785,838,assets/pokemon-green/pokemon/0838/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
tapulele,Tapu Lele,786,839,assets/pokemon-green/pokemon/0839/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
tapubulu,Tapu Bulu,787,840,assets/pokemon-green/pokemon/0840/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
tapufini,Tapu Fini,788,841,assets/pokemon-green/pokemon/0841/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
cosmog,Cosmog,789,842,assets/pokemon-green/pokemon/0842/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
cosmoem,Cosmoem,790,843,assets/pokemon-green/pokemon/0843/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
solgaleo,Solgaleo,791,844,assets/pokemon-green/pokemon/0844/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lunala,Lunala,792,845,assets/pokemon-green/pokemon/0845/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
nihilego,Nihilego,793,846,assets/pokemon-green/pokemon/0846/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
buzzwole,Buzzwole,794,847,assets/pokemon-green/pokemon/0847/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
pheromosa,Pheromosa,795,848,assets/pokemon-green/pokemon/0848/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
xurkitree,Xurkitree,796,849,assets/pokemon-green/pokemon/0849/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
celesteela,Celesteela,797,850,assets/pokemon-green/pokemon/0850/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
kartana,Kartana,798,851,assets/pokemon-green/pokemon/0851/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
guzzlord,Guzzlord,799,852,assets/pokemon-green/pokemon/0852/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
necrozma,Necrozma,800,853,assets/pokemon-green/pokemon/0853/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
necrozmadawnwings,Necrozma-Dawn-Wings,800,853,assets/pokemon-green/pokemon/0853/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
necrozmaduskmane,Necrozma-Dusk-Mane,800,853,assets/pokemon-green/pokemon/0853/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
necrozmaultra,Necrozma-Ultra,800,853,assets/pokemon-green/pokemon/0853/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
magearna,Magearna,801,854,assets/pokemon-green/pokemon/0854/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
magearnamega,Magearna-Mega,801,854,assets/pokemon-green/pokemon/0854/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
magearnaoriginal,Magearna-Original,801,854,assets/pokemon-green/pokemon/0854/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
magearnaoriginalmega,Magearna-Original-Mega,801,854,assets/pokemon-green/pokemon/0854/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
marshadow,Marshadow,802,855,assets/pokemon-green/pokemon/0855/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
poipole,Poipole,803,856,assets/pokemon-green/pokemon/0856/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
naganadel,Naganadel,804,857,assets/pokemon-green/pokemon/0857/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
stakataka,Stakataka,805,858,assets/pokemon-green/pokemon/0858/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
blacephalon,Blacephalon,806,859,assets/pokemon-green/pokemon/0859/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
zeraora,Zeraora,807,860,assets/pokemon-green/pokemon/0860/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
zeraoramega,Zeraora-Mega,807,860,assets/pokemon-green/pokemon/0860/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
meltan,Meltan,808,861,assets/pokemon-green/pokemon/0861/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
melmetal,Melmetal,809,862,assets/pokemon-green/pokemon/0862/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
melmetalgmax,Melmetal-Gmax,809,271,assets/pokemon-green/pokemon/0271/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
grookey,Grookey,810,1109,assets/pokemon-green/pokemon/1109/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
thwackey,Thwackey,811,1110,assets/pokemon-green/pokemon/1110/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
rillaboom,Rillaboom,812,1111,assets/pokemon-green/pokemon/1111/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
rillaboomgmax,Rillaboom-Gmax,812,1111,assets/pokemon-green/pokemon/1111/front_normal.png,base-species-fallback,manual contact-sheet remap; edit this row if the sprite is wrong
scorbunny,Scorbunny,813,1112,assets/pokemon-green/pokemon/1112/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
raboot,Raboot,814,1113,assets/pokemon-green/pokemon/1113/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
cinderace,Cinderace,815,1114,assets/pokemon-green/pokemon/1114/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
cinderacegmax,Cinderace-Gmax,815,1114,assets/pokemon-green/pokemon/1114/front_normal.png,base-species-fallback,manual contact-sheet remap; edit this row if the sprite is wrong
sobble,Sobble,816,1115,assets/pokemon-green/pokemon/1115/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
drizzile,Drizzile,817,1116,assets/pokemon-green/pokemon/1116/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
inteleon,Inteleon,818,1117,assets/pokemon-green/pokemon/1117/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
inteleongmax,Inteleon-Gmax,818,1117,assets/pokemon-green/pokemon/1117/front_normal.png,base-species-fallback,manual contact-sheet remap; edit this row if the sprite is wrong
skwovet,Skwovet,819,1120,assets/pokemon-green/pokemon/1120/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
greedent,Greedent,820,1121,assets/pokemon-green/pokemon/1121/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
rookidee,Rookidee,821,1122,assets/pokemon-green/pokemon/1122/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
corvisquire,Corvisquire,822,1123,assets/pokemon-green/pokemon/1123/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
corviknight,Corviknight,823,1124,assets/pokemon-green/pokemon/1124/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
corviknightgmax,Corviknight-Gmax,823,265,assets/pokemon-green/pokemon/0265/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
blipbug,Blipbug,824,1125,assets/pokemon-green/pokemon/1125/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
dottler,Dottler,825,1126,assets/pokemon-green/pokemon/1126/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
orbeetle,Orbeetle,826,1127,assets/pokemon-green/pokemon/1127/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
orbeetlegmax,Orbeetle-Gmax,826,264,assets/pokemon-green/pokemon/0264/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
nickit,Nickit,827,1128,assets/pokemon-green/pokemon/1128/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
thievul,Thievul,828,1129,assets/pokemon-green/pokemon/1129/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
gossifleur,Gossifleur,829,1130,assets/pokemon-green/pokemon/1130/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
eldegoss,Eldegoss,830,1131,assets/pokemon-green/pokemon/1131/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
wooloo,Wooloo,831,1132,assets/pokemon-green/pokemon/1132/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
dubwool,Dubwool,832,1133,assets/pokemon-green/pokemon/1133/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
chewtle,Chewtle,833,1134,assets/pokemon-green/pokemon/1134/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
drednaw,Drednaw,834,1135,assets/pokemon-green/pokemon/1135/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
drednawgmax,Drednaw-Gmax,834,273,assets/pokemon-green/pokemon/0273/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
yamper,Yamper,835,1136,assets/pokemon-green/pokemon/1136/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
boltund,Boltund,836,1137,assets/pokemon-green/pokemon/1137/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
rolycoly,Rolycoly,837,1138,assets/pokemon-green/pokemon/1138/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
carkol,Carkol,838,1139,assets/pokemon-green/pokemon/1139/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
coalossal,Coalossal,839,1140,assets/pokemon-green/pokemon/1140/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
coalossalgmax,Coalossal-Gmax,839,266,assets/pokemon-green/pokemon/0266/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
applin,Applin,840,1141,assets/pokemon-green/pokemon/1141/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
flapple,Flapple,841,1142,assets/pokemon-green/pokemon/1142/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
flapplegmax,Flapple-Gmax,841,269,assets/pokemon-green/pokemon/0269/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
appletun,Appletun,842,1143,assets/pokemon-green/pokemon/1143/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
appletungmax,Appletun-Gmax,842,270,assets/pokemon-green/pokemon/0270/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
silicobra,Silicobra,843,1144,assets/pokemon-green/pokemon/1144/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
sandaconda,Sandaconda,844,1145,assets/pokemon-green/pokemon/1145/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
sandacondagmax,Sandaconda-Gmax,844,272,assets/pokemon-green/pokemon/0272/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
cramorant,Cramorant,845,1146,assets/pokemon-green/pokemon/1146/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
cramorantgorging,Cramorant-Gorging,845,1146,assets/pokemon-green/pokemon/1146/front_normal.png,base-species-fallback,base species fallback after contact-sheet audit; edit this row if the sprite is wrong
cramorantgulping,Cramorant-Gulping,845,1146,assets/pokemon-green/pokemon/1146/front_normal.png,base-species-fallback,base species fallback after contact-sheet audit; edit this row if the sprite is wrong
arrokuda,Arrokuda,846,1147,assets/pokemon-green/pokemon/1147/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
barraskewda,Barraskewda,847,1148,assets/pokemon-green/pokemon/1148/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
toxel,Toxel,848,1149,assets/pokemon-green/pokemon/1149/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
toxtricity,Toxtricity,849,1150,assets/pokemon-green/pokemon/1150/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
toxtricitygmax,Toxtricity-Gmax,849,275,assets/pokemon-green/pokemon/0275/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
toxtricitylowkey,Toxtricity-Low-Key,849,1151,assets/pokemon-green/pokemon/1151/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
toxtricitylowkeygmax,Toxtricity-Low-Key-Gmax,849,276,assets/pokemon-green/pokemon/0276/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
sizzlipede,Sizzlipede,850,1151,assets/pokemon-green/pokemon/1151/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
centiskorch,Centiskorch,851,1152,assets/pokemon-green/pokemon/1152/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
centiskorchgmax,Centiskorch-Gmax,851,1152,assets/pokemon-green/pokemon/1152/front_normal.png,base-species-fallback,base species fallback after contact-sheet audit; edit this row if the sprite is wrong
clobbopus,Clobbopus,852,1153,assets/pokemon-green/pokemon/1153/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
grapploct,Grapploct,853,1154,assets/pokemon-green/pokemon/1154/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
sinistea,Sinistea,854,1155,assets/pokemon-green/pokemon/1155/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
sinisteaantique,Sinistea-Antique,854,1155,assets/pokemon-green/pokemon/1155/front_normal.png,base-species-fallback,base species fallback after contact-sheet audit; edit this row if the sprite is wrong
polteageist,Polteageist,855,1156,assets/pokemon-green/pokemon/1156/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
polteageistantique,Polteageist-Antique,855,1156,assets/pokemon-green/pokemon/1156/front_normal.png,base-species-fallback,base species fallback after contact-sheet audit; edit this row if the sprite is wrong
hatenna,Hatenna,856,1157,assets/pokemon-green/pokemon/1157/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
hattrem,Hattrem,857,1158,assets/pokemon-green/pokemon/1158/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
hatterene,Hatterene,858,1159,assets/pokemon-green/pokemon/1159/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
hatterenegmax,Hatterene-Gmax,858,267,assets/pokemon-green/pokemon/0267/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
impidimp,Impidimp,859,1160,assets/pokemon-green/pokemon/1160/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
morgrem,Morgrem,860,1161,assets/pokemon-green/pokemon/1161/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
grimmsnarl,Grimmsnarl,861,1162,assets/pokemon-green/pokemon/1162/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
grimmsnarlgmax,Grimmsnarl-Gmax,861,268,assets/pokemon-green/pokemon/0268/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
obstagoon,Obstagoon,862,1163,assets/pokemon-green/pokemon/1163/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
perrserker,Perrserker,863,1164,assets/pokemon-green/pokemon/1164/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
cursola,Cursola,864,1165,assets/pokemon-green/pokemon/1165/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
sirfetchd,Sirfetch’d,865,1166,assets/pokemon-green/pokemon/1166/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
mrrime,Mr. Rime,866,1167,assets/pokemon-green/pokemon/1167/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
runerigus,Runerigus,867,1168,assets/pokemon-green/pokemon/1168/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
milcery,Milcery,868,1169,assets/pokemon-green/pokemon/1169/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
alcremie,Alcremie,869,1170,assets/pokemon-green/pokemon/1170/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
alcremiegmax,Alcremie-Gmax,869,1170,assets/pokemon-green/pokemon/1170/front_normal.png,base-species-fallback,base species fallback after contact-sheet audit; edit this row if the sprite is wrong
falinks,Falinks,870,1171,assets/pokemon-green/pokemon/1171/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
falinksmega,Falinks-Mega,870,1171,assets/pokemon-green/pokemon/1171/front_normal.png,base-species-fallback,base species fallback after contact-sheet audit; edit this row if the sprite is wrong
pincurchin,Pincurchin,871,1172,assets/pokemon-green/pokemon/1172/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
snom,Snom,872,1173,assets/pokemon-green/pokemon/1173/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
frosmoth,Frosmoth,873,1174,assets/pokemon-green/pokemon/1174/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
stonjourner,Stonjourner,874,1175,assets/pokemon-green/pokemon/1175/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
eiscue,Eiscue,875,1176,assets/pokemon-green/pokemon/1176/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
eiscuenoice,Eiscue-Noice,875,1176,assets/pokemon-green/pokemon/1176/front_normal.png,base-species-fallback,manual contact-sheet remap; edit this row if the sprite is wrong
indeedee,Indeedee,876,1177,assets/pokemon-green/pokemon/1177/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
indeedeef,Indeedee-F,876,1178,assets/pokemon-green/pokemon/1178/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
morpeko,Morpeko,877,1178,assets/pokemon-green/pokemon/1178/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
morpekohangry,Morpeko-Hangry,877,1179,assets/pokemon-green/pokemon/1179/front_normal.png,base-species-fallback,manual contact-sheet remap; edit this row if the sprite is wrong
cufant,Cufant,878,1179,assets/pokemon-green/pokemon/1179/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
copperajah,Copperajah,879,1180,assets/pokemon-green/pokemon/1180/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
copperajahgmax,Copperajah-Gmax,879,1180,assets/pokemon-green/pokemon/1180/front_normal.png,base-species-fallback,base species fallback after contact-sheet audit; edit this row if the sprite is wrong
dracozolt,Dracozolt,880,1181,assets/pokemon-green/pokemon/1181/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
arctozolt,Arctozolt,881,1182,assets/pokemon-green/pokemon/1182/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
dracovish,Dracovish,882,1183,assets/pokemon-green/pokemon/1183/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
arctovish,Arctovish,883,1184,assets/pokemon-green/pokemon/1184/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
duraludon,Duraludon,884,1185,assets/pokemon-green/pokemon/1185/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
duraludongmax,Duraludon-Gmax,884,274,assets/pokemon-green/pokemon/0274/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
dreepy,Dreepy,885,1186,assets/pokemon-green/pokemon/1186/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
drakloak,Drakloak,886,1187,assets/pokemon-green/pokemon/1187/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
dragapult,Dragapult,887,1188,assets/pokemon-green/pokemon/1188/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
zacian,Zacian,888,1190,assets/pokemon-green/pokemon/1190/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
zaciancrowned,Zacian-Crowned,888,1193,assets/pokemon-green/pokemon/1193/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
zamazenta,Zamazenta,889,1191,assets/pokemon-green/pokemon/1191/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
zamazentacrowned,Zamazenta-Crowned,889,1194,assets/pokemon-green/pokemon/1194/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
eternatus,Eternatus,890,1192,assets/pokemon-green/pokemon/1192/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
eternatuseternamax,Eternatus-Eternamax,890,1195,assets/pokemon-green/pokemon/1195/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
kubfu,Kubfu,891,944,assets/pokemon-green/pokemon/0944/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
urshifu,Urshifu,892,945,assets/pokemon-green/pokemon/0945/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
urshifugmax,Urshifu-Gmax,892,945,assets/pokemon-green/pokemon/0945/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
urshifurapidstrike,Urshifu-Rapid-Strike,892,945,assets/pokemon-green/pokemon/0945/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
urshifurapidstrikegmax,Urshifu-Rapid-Strike-Gmax,892,945,assets/pokemon-green/pokemon/0945/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
zarude,Zarude,893,946,assets/pokemon-green/pokemon/0946/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
zarudedada,Zarude-Dada,893,946,assets/pokemon-green/pokemon/0946/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
regieleki,Regieleki,894,947,assets/pokemon-green/pokemon/0947/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
regidrago,Regidrago,895,948,assets/pokemon-green/pokemon/0948/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
glastrier,Glastrier,896,1197,assets/pokemon-green/pokemon/1197/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
spectrier,Spectrier,897,1198,assets/pokemon-green/pokemon/1198/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
calyrex,Calyrex,898,1196,assets/pokemon-green/pokemon/1196/front_normal.png,manual-contact-sheet,manual contact-sheet remap; edit this row if the sprite is wrong
calyrexice,Calyrex-Ice,898,1196,assets/pokemon-green/pokemon/1196/front_normal.png,base-species-fallback,manual contact-sheet remap; edit this row if the sprite is wrong
calyrexshadow,Calyrex-Shadow,898,1196,assets/pokemon-green/pokemon/1196/front_normal.png,base-species-fallback,manual contact-sheet remap; edit this row if the sprite is wrong
wyrdeer,Wyrdeer,899,952,assets/pokemon-green/pokemon/0952/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
kleavor,Kleavor,900,953,assets/pokemon-green/pokemon/0953/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
ursaluna,Ursaluna,901,954,assets/pokemon-green/pokemon/0954/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
ursalunabloodmoon,Ursaluna-Bloodmoon,901,954,assets/pokemon-green/pokemon/0954/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
basculegion,Basculegion,902,955,assets/pokemon-green/pokemon/0955/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
basculegionf,Basculegion-F,902,955,assets/pokemon-green/pokemon/0955/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
sneasler,Sneasler,903,956,assets/pokemon-green/pokemon/0956/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
overqwil,Overqwil,904,957,assets/pokemon-green/pokemon/0957/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
enamorus,Enamorus,905,958,assets/pokemon-green/pokemon/0958/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
enamorustherian,Enamorus-Therian,905,958,assets/pokemon-green/pokemon/0958/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
sprigatito,Sprigatito,906,959,assets/pokemon-green/pokemon/0959/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
floragato,Floragato,907,960,assets/pokemon-green/pokemon/0960/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
meowscarada,Meowscarada,908,961,assets/pokemon-green/pokemon/0961/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
fuecoco,Fuecoco,909,962,assets/pokemon-green/pokemon/0962/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
crocalor,Crocalor,910,963,assets/pokemon-green/pokemon/0963/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
skeledirge,Skeledirge,911,964,assets/pokemon-green/pokemon/0964/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
quaxly,Quaxly,912,965,assets/pokemon-green/pokemon/0965/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
quaxwell,Quaxwell,913,966,assets/pokemon-green/pokemon/0966/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
quaquaval,Quaquaval,914,967,assets/pokemon-green/pokemon/0967/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
lechonk,Lechonk,915,968,assets/pokemon-green/pokemon/0968/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
oinkologne,Oinkologne,916,969,assets/pokemon-green/pokemon/0969/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
oinkolognef,Oinkologne-F,916,969,assets/pokemon-green/pokemon/0969/front_normal.png,base-species-fallback,edit this row if the sprite is wrong
tarountula,Tarountula,917,970,assets/pokemon-green/pokemon/0970/front_normal.png,emerald-internal-index,edit this row if the sprite is wrong
